Document,Stars
" This is an excellent fireplace screen for the price. I was somewhat surprised at how light the screen is as compared to other fireplace screens I have in the house. You certainly won't have a hard time moving it away from the fireplace. I actually purchased it to put in front of a gas fireplace in order to make the fire look more authentic and it does the job ! ",5.0
" Product arrived on the third day after I ordered despite a delivery estimate of 7-10 days. I'm impressed with both the product and the marketplace seller (PrimeNetShops). The screen came well packaged and in good shape. One of the decorative knobs on top had come unscrewed and was in the bottom of the box but it re-attached with ease. It's light enough that it can be moved with ease but still feels sturdy enough that it should last for years to come. Great product great experience. Everything that is right about Amazon all in one order! ",5.0
" Man some more jammin tracks from the SUC. This is Pokey's first official record....and sh** is sooo real. Love the production everything is real nice & screwed out. This is among the last of the great SUC records. Not to say they've fallen off....just they've downsized so much with the deaths of the screw pioneers. Sad but true. If ya love Tx rap you've gotta get this 1. Somethin to kickback & blow big too somethin to jam in the ride. So underrated right here. I wish people would forget all the bullsh** on BET/MTV and check what's happening in Houston. But i guess...it's sadly almost too late. Pat's gone hawk's gone...screw Moe Pimp C Big Steve. Makes me sad. Regardless Pokey is still alive and making new music keeping the legacy alive. And this is a great place to start with him. Classic record. Love it man ",5.0
" Pokey is no doubt the hardest pit in the litterthe realist ni##a out of H-TOWN ever sence Mr.FAT PAT left us R.I.P. PAT the cd is the most jammin' if you know music the most crisp clean flow you gone ever hear thats real!!! ",5.0
" Classic from the underground. Beautiful album. Every track bangs hard- This music is dark evocative and entropic but it is also ultimately an affirming celebration of being alive. RIP Screw. RIP Pimp C. RIP Big Moe. RIP Fat Pat. RIP HAWK. ",5.0
" Inspirational informative warm in places funny in others. Having so many former residents' stories gives a well rounded neatly edited report. Enjoyable fun read. ",5.0
" This book is for anyone who wishes to take control of their life.It gives clear instructions and contains the age old formula of success. ",5.0
" I bought this book when I was a kid. I've lost track of how many times I've read it. It's one of my all time favorite books. I wish there were more books like this. ",5.0
" 'g-spot' isn't as good as the song 'dr cc'but clarence is in full effect on this entire cd!get this right after you get the album dr cc with 'strokin'!narry a soul has been dissapointed by both as far as I can sayand your woman will go crazy when you finally discover that g-spot-with the good dr's direction of coarse! ",5.0
" This wonderful 30 track CD of Gene Oquin's offerings will have ya tappin' your toes slappin' your knees and grinnin' from ear to ear! With all due respect to Hank Williams Sr Gene Oquinn is just as good if not better! Rich with steel guitar fiddles honky-tonk style piano playin' and serious twang in Gene's vocals this CD simply ROX!!! Recorded over 50 years ago the audio quality will give you chills...it's that good! If you enjoy real down-home hillbilly boogie please buy this CD. It will be a crown in your CD collection. Thank you Bear Family! ",5.0
" This book contains a great amount of vocabulary. It teaches you the Anglicized versions of certain words such as 'teacher' but it also gives you the Yoruba word. Although I didn't appreciate the Anglicized words at first they are good to know because a lot of people use them. The CD is an excellent and necessary addition to the book. There are lots of dialogues and lists of vocabulary on them (there are 2 CDs). The CD does skip over some of the exercises in the book which I guess you're supposed to go over by yourself or with a teacher though. All in all it's a great set and if mastered can bring the user to a high level of fluency. I also like that the narrator who speaks English to announce the lessons is a native speaker and doesn't butcher the names of the characters in the dialogues. There is a Yoruba book/CD set created by another publisher who uses a British narrator. It really throws you off course throughout the CD. Watch out for that one and buy this one instead! ",5.0
" Last Christmas I bought the Gobblet Jr. for my grandsons who were 4 and 6. They both had fun playing and I was impressed with the extra level of strategy necessary because of the gobbling ability of the pieces. Only trouble was that my older grandson easily beat me. ",5.0
" My 4 year old daughter LOVES this game. She sings the 'Strike Up The Band and Clap Your Hands for Kelly's Pet Parade!' song around the house. She can dress the Kelly kids 'train' each pet (teach the pony to jump etc.) clean and get the animals ready for the parade (paint the elephant's toe nails etc.) and decorate the floats...all by herself. She'll get everything ready (showing me everything she has accomplished along the way) and then we'll watch her special parade. A wonderfully cute game that I highly recommend.She can mostly do the entire game on her own. I have it installed on a laptop so she is actually using the inset mouse and can still do the game. The only one she has a tough time with is the Polar Bear catching fish game. It's tricky to move your finger on the mouse pad and click at the same time to catch the fish. It would be much easier using a regular mouse. ",5.0
" My four year old loves this game! It is just plan old fun for a little girl. It was worth the money. ",5.0
" For the price of 7.99 this PC game is WELL worth it great graphics colorful and lots to do! My four year old daughter is in love with the many tasks to complete in this game including dressing and grooming wide variety of pets and decoration of numerous floats to show in your little one's very own parade. ",5.0
" My 6-year old and 5-year old both really enjoy this game. Has lots to do with several different animals to prepare for the parade. You get to design a float and it just endless fun! Graphics and animation are very colorful and cute. It's a winner! ",5.0
" Apparently this is about the best $... I have spent lately (aside from the Gameboy game I sent my nephew). My niece is mesmorized by this game and it is keeping my sister busy building parades. My niece is a little too young to run this program by herself but she has definitely figured out what button needs to be pushed to make the parade start! My sister also told me that she likes the fact that you can save multiple parades for those days when she just doesn't have time to help create a new one. This seems to be a winner! ",5.0
" I got this for my 3 1/2 yr old for Christmas and both her and her 7 yr old sister LOVE it! They have played it for hours. The graphics are very good and it has lots of cute and entertaining games! I highly recommend this one! It's worth the money! ",5.0
" I think this is a great product.I just got it yesterdayit's so much fun.If you like to play with petsyou should buy this game. ",5.0
" If you've played this game in the arcade and liked it then you'll definitely like this version to play at home whenever you like. You don't need a supercomputer to run it and the graphics and controls are amazing and faithful to the incredibly fun and fast arcade experience. This version also has plenty of unlockables which you get by playing and earning miles as well as mini-games that are a fun diversion from the classic arcade game. It has the European-themed levels of Outrun2 and the America-themed levels of Outrun2 SP for a total of 30 stages to race through in the classic Outrun-branching style or sequentially or with challenges such as beating rival racers. This game is affordable fun and has plenty of replay value. You may not want to play it for hours and hours but you'll keep coming back to it if you like to get a speedy arcade fix every now and then. ",5.0
" I remember playing Outrun in the arcades when it came out in the I think it was eighties. It had flashy graphics flashy steering wheel pedals and corny but catchy music. It was the kind of game I'd play on the way out of the arcade when all but the last dribbles of coinage had been spent on the more 'serious' (read challenging) games. Actually when I think about it Outrun was always placed by the entrance perhaps for this reason. Main meal of games inside followed by quick dessert on the way out. And Outrun is quick. And fun. And flashy. Colourful pretty and simple. Not much depth here but some very cool twists on your standard arcade racer. Lots of different Ferraris lots of different scenery and wow does it look good! Pure unadulterated eye candy. Two problems however. It wont run on full accelerated sound on my sound card (budget Creative) so I have to switch the acceleration back to minimum through my control panel or the game will just keep crashing when it comes time to race. Secondly the configuration for gamepad bites. It won't allow me to allocate the buttons I want for acceleration and braking so I end up using the right analogue joystick for both (left to accelerate right to brake). Sounds dicky and I suppose it is but it's actually pretty easy to get used to. As far as I'm aware there are no patches for said problems. Despite these issues Outrun 2006 C2C is a blast fun from go to wo. It's sugary sweet and just the thing for a low gaming BSL. ",5.0
" 2006 Coast to Coast for PC is great! The graphics are awesome... The game is what I had hoped for and a lot more!! ",5.0
" It's great to have this spice that I can't find in stores around here - fast delivery and a good price. ",5.0
" Thanks to my grandparents who came to America in the first decade of the 20th century I grew up and have had a good life. Thanks to my grandparents I didn't become a piece of ash or a few tossed out bones in an Eastern European field at the age of 2. Wars are wars; they've occured throughout human history but in most of them whole civilizations didn't disappear. But the Eastern European Jewish world is gone forever. I might belong to the same gene pool but compared to the characters in Isaac Bashevis Singer's stories I'm as American as apple pie. Irish-Americans can discover their roots in Ireland Chinese-Americans in China and so on but not me. My cultural roots are gone forever. The only way I can learn them is through reading literature written by Singer Shalom Aleichem Isaac Babel and others who describe that vanished world. So obviously my interest and pleasure in reading such wonderful tales as appear in THE SEANCE and OTHER STORIES is all the more. Never mind my personal reasons. These amazing stories by a Nobel Prize winner will stay with you for a long time. The strange sad characters afflicted by poverty and by life bring us face to face with common human personalities of all times and places while also depicting the conditions and peculiar relationships of Jews in Poland too. Magic religion animals thieves rabbis prostitutes mystics Holocaust survivors Talmudic scholars prisoners books butchers and shopkeepers crowd the pages. In each story you find pathos and tragedy happiness and satisfaction tensions and transformations. Two of the stories 'The Seance' and 'The Letter Writer' must rank with the best stories I have ever read; none of the others are bad. If you have never read Singer this is an excellent book to start with. If you have you know what I am talking about. This is the great writer at the top of his form. ",5.0
" Isaac Bashevis Singer was no doubt one of the greatest short story writers - ever! The various collections in the end also earned him a very well deserved Nobel Prize for literature in 1978. Several of his stories were first published in magazines like The New Yorker Encounter and Playboy. The first collection I read was Passions and Other Stories which immediately made me realise what a master Isaac Bashevis Singer was. Later I have read several of his novels and short stories where especially the collections Gimpel the Fool Short Friday and The Seance are at least as good as Passions. All a magnificent world of Isaac Bashevis Singer's saints and sinners. Sad funny ironic poignant and seeming to come from Singer's pen without any efforts. This is what good short stories is all about! ",5.0
" This cable saves me a lot of money. I don't need to buy stuff online when now I can download it straight to my PC. makes it easy to transfer Pictures ring tones contact numbers. It is great to put things on and off. Also great for keeping a back up. ",5.0
" Of many CDs I've purchased in the last couple of years this easily ranks as one of the best. Kudos to Muse for finally recording Spaulding as a leader in 1988 and now to Joel Dorn for reissuing the disk.As the title indicates 'Brilliant Corners' is filled with music by Monk. But what stands out is the freshness of the interpretations of the master's pieces. Rather than simply trying to sound like Monk Spaulding and his cohorts try -- very successfully -- to make music that builds on Monk's ideas.Spaulding tears through every solo he has on alto and offers beautiful contrast with his flute playing as on 'Let's Cool One.' He's aided by trumpeter Wallace Roney who abandons his occasional propensity for imitating Miles Davis and instead lets his own sound shine through. Pianist Mulgrew Miller has never sounded better. In fact the whole group (Ron Carter on bass and Kenny Washington on drums) strongly delivers the message that they are playing music that they love. There is no better way to express that love than by offering the robust voicings that you hear on this disk.If there is a regret when you listen to this music it is that Spaulding who contributed so much to Blue Note dates in the '60s has had so few opportunities to further explore his own muse. Better late than never. ",5.0
" Story goes that after a number of excellent second horn sessions on mid 60's Blue Note where flute.altoand soprano were wielded masterfully by James Spaulding he was given a shot as a leader.He was the non star(leader) that was called in manymany times.But at the point he got his offer Direction/Production had switched from Alfred Lion to Francis Wolff and A&R; fro Ike Quebec to Duke Pearson.Bottom line was they offered Spaulding a shot if he would fit into the new funky blues idiom of the Liberty era and he refused not being true to the hard bop form.Well even though he recorded few albums as a leader latter on labels like Muse('Smile Of The Snake' and 'Blues Nexus are also fine 4 star or better efforts).He he has and excellent session with Wallace Ronney on trumpetMulgrew Miller and Ron Carter on bass and Kenny Washington on drums.Fine line up.And though there are so many Monk tribute Lp's it is the musicianship wielded with passion that makes this a cut of above.As mentioned his flute playing is fine.I find jazz flute hit or miss and here it just works fine.Not a direct copy of the Monk style it shows th timeless of the compositions (not that a total analogue LP with some personal character is bad-see Walter Davis Jr. piano solo 'In Walked Thelonius').I'd call this no an essential Lp but for Monk fans it may be.CheersChazz ",5.0
" Few pieces of music in the history of the gramophone can have suffered such indignities at the hands of insensitive record producers as Saint-Sans's Third Symphony. A glance through the catalogues might suggest one is spoiled for choice but to date I have only found two recordings which do full justice to the work. Now here's a third although altogether different. . . this is a recording which not only deserves repeated listening but positively demands it. Yu reveals just what a magnificent piece of music this is; shorn of its customary sonic spectacle the brilliant craftsmanship of Saint-Sans's writing is displayed in unimpeded glory. . .In The Carnival of the animals . . . Yu opts for the version for large orchestra complete with glass harmonica (adeptly played by Alasdair Malloy) and while it is again characterized by meticulous attention to detail it is also a performance full of buoyant wit. . . ",5.0
" I bought this book as a present. They loved it. It was in perfect condiotion. This is one terrific backpack. Trust worthy seller. Will buy from again. ",5.0
" This book is a godsend for the layperson. It contains many straight-forward and informative chapters regarding all aspects of lawn care from starting from scratch to rejuvenating a tired lawn and everything in between. Very easily read and understood. I recommend this book highly to anyone interested in a great lawn. ",5.0
" I've read so many lawn books that beat around the bush (no pun intended!) This book has the simple and effective techniques clearly spelled-out. And it's entertaining too. Highly recommended for anyone who has a problem lawn (like mine USED to be). ",5.0
" This book was loaned to me by a fellow physician and I had a hard time giving it back. It's a great resource for information that covers a little of everything in Chinese Medicine. I practice acupuncture and have found much of the information useful for preparing lectures not only for the general public but for other physicians as well. It's a versatile book good not only for it's comprehensive content but also as a coffee table book as the illustrations are great. Would heartily recommend it to anyone interested in understanding the vast offerings of Chinese Medicine. ",5.0
" My partner is a Chinese Medicine Acupuncturist and Herbalist. Her basic education took 5 years to complete. Five years later she still takes many supplementary courses each year to continue her education. Most of her free time is spend with distance learning courses or reaching herbs. Chinese Medicine is vast and deep. A 5 year basic study is not nearly enough time to understand this medicine. In Chinese Medicine they say even a lifetime is not long enough to understand this medicine. Thankfully for the lay person we have this book!I personally own 2 copies of this book. One I have at home the other is in our Chinese Medicine office. Many of our patients have purchased their own copy of this book after reading our office copy.The Complete Illustrated Guide to Chinese Medicine is the best book that I have read to understand what my partner practices. I have read other books likeThe Web That Has No Weaver ",5.0
" This is an excellent book to have as a reference fo eastern methodologies in medicine and healing. Unfortunately it is long out of print but if you can get your hands on a copy of this text you will not be dissappointed. In fact if you are unhappy with it I will be happy to purchase it from you as I have many peers that would happily use it. ",5.0
" By this I mean that the illustrations are beautiful sure but that they show so much. Color illustrations on every page",5.0
" As someone who has been practicing Chinese Medicine for 16 years in San Diego (www.bodymindwellnesscenter.com) I find this book an excellent resource for anyone who wants and in dept primer into the theoretical basis and practical application of a system of medicine that originates in the Chinese philosophy that emphasizes the natural balance found in Nature and agriculture. ",5.0
" This book is great. It is very informative. It is easy to read and understand and has alot of pictures. i would recommend this book for any one wanting to learn about Chinese Medicine. ",5.0
" Concise and clear introduction to Chinese Medicine. Easy to read and understand. ",5.0
" If you are a pilot and or sailor I would reccommend it highly. It was intriguing since the novel was action packed with various twists and turns and a touch of reality. I am a pilot and a sailor and his depiction of both activities was refreshing. Also if you have travelled the Caribbean as I have you; you will find that the author captures the essence of them and brings back vivid memories. The story covers many areas such as Romance Mystery Suspense Action and Adventure. ",5.0
" This games makes even amazing games like starcraft and warcraft redundant. Warhammer has it all and does it better than anyone else. Truly great game total fun great combat graphics races units a pleasure to play. ",5.0
" Accessories",5.0
" The Gathering to me has always been an escape from the everyday music you hear. So when I heard they were releasing a B-sides and rarities collection I was more than happy. Every expectation I had they met. I'm dumbfounded as to how The Gathering can create such innovative and beautiful music yet they're still somehow overlooked. From the epic orchestrations to Anneke's jawdropping voice there's no reason that everyone shouldn't love this music. Needless to say if you liked The Gathering before you got this CD if anything you'll like them more coming out of listening to it.Disc one acts as the B-sides. A lot of B-sides have horrible sound quality but the ones on this compilation sound as if they were on a CD but were taken off at the extreme last minute. There's a polished feel but not so polished that the music feels fabricated. The live versions featured on here are astounding. If you didn't look at the back cover to know they were live you'd never guess it. Anneke's voice is gorgeous and the band is just simply amazing. How they don't miss a single beat I'll never know. The covers Dead Can Dance's In Power We Entrust The Love Advocated Slowdive's When The Sun Hits and Talk Talk's Life's What You Make It are about the best covers I've ever heard. Quite often you hear a band just desecrate the original but with The Gathering it feels like they took they're time while doing the originals justice.Disc two serves as the rarities section. From the opening track New Moon Different Day you know that The Gathering is eons better than almost any band playing music today. Anneke's vocals simply soar and will give you goosebumps that I will guarantee. It doesn't end there though each song is equally as good as the last. Even the demos have a sound quality that could rival a studio CD. The two previously unreleased instrumentals Diamond Box and Hjelmar's stand true to the ones that are released. The beauty is palpable and shows tremendous skill skill that no radio band will ever come close to. Travel from the CD How To Measure A Planet? has always been my favorite song by The Gathering. To hear the demo is really something though it sounds completely different while still sounding exactly the same. My second favorite track of their's Nighttime Birds is the same case as Travel. I do think Anneke's vocals are stronger on Nighttime Birds though.Overall my favorite songs are In Power We Entrust The Love Advocated Frail Life's What You Make It New Moon Different Day Nighttime Birds and Travel. The Gathering is a band I've always found to be one that you have to experience rather than listen to. Yes you can pick favorite songs but overall each CD they released and even this collection seem to be made to go together. Each song seems to flow into the next seamlessly. In my opinion no band does this genre more justice than The Gathering does. ",5.0
" All fans of The Gathering need to check this out especially those in the States where the majority of these songs are nearly impossible to find anywhere else. This compilation is worth buying for 'In Power We Entrust the Love Advocated' (Dead Can Dance cover) and 'When the Sun Hits' (Slowdive cover) alone; both are heartbreakingly beautiful and feature some of Anneke's finest vocals.Fans of The Gathering's albums Mandylion and Nighttime Birds will be delighted with 'Adrenaline' a very catchy song that was written because the band needed another fast simple rocking song to play at concerts.I think The Gathering's greatest album is How to Measure a Planet and it is awesome to finally hear the demos for songs like 'Travel' 'My Electricity' and 'Red is a Slow Colour.' 'Travel' especially went through a lot of transformations before its final version.This double-CD has so much to offer. There are also detailed song descriptions written by the band and several photos on the inside booklet. ",5.0
" If I could only have one selection by The Gathering this would be it. Some of the alternate versions are better than what was originally released (e.g. instrumental version of Kevin's Telescope). This is a good introduction to the Gathering but it may set your expectations too high for the other releases. This is inventive progressive rock with an excellent female vocalist. My only reservation is the lyrical content which is weak at times. ",5.0
" My five year old loves Thomas and this video is one of his favorites. Thomas is enjoyable for young children. ",5.0
" Great DVD. My three year old can't get enough of Thomas and the trains on the island of Sodor. ",5.0
" My son loves this movie because it includes clips of Day Out With Thomas and features real kids talking about their favorite parts of Thomas movies or Thomas characters. Great for the toddler crowd! ",5.0
" Kids loved it! It was a nice addition to the grandkids Thomas train set. They watch the video everyday! ",5.0
" This was a great gift for a great price. My nephew loves it. He watches it over & over. I bought some other Thomas the Train gifts to go along with this DVD and it was a great hit. The product shipped on time & the quality was great too. ",5.0
" apart from it arriving broken the first time my kids are loving this DVD which I alternate with the other I purchased to keep my own sanity. This DVD has created a Thomas fan out of my 3 1/2 yr. old daughter as well. ",5.0
" Well as you know Thomas & Friends",5.0
" Our two-year old grandson loved this - and we enjoyed watching it with him. Some good lessons to be learned by any age! ",5.0
" My 3 yr old grandson loves Thomas and all his friends..we play it over and over again everyday along with 6 other Thomas videos ",5.0
" Bought it for my 2.5 year old niece and she loved it. Dinner got easier with this disc.I think it should work fine for just any kid that age. ",5.0
" I bought this as a gift for my friends son and he just loves it! ",5.0
" My grandson loves Thomas The Tank Engine and with the help of the DVD'S that I purchased they just add to his adventure's with Thomas. ",5.0
" Four DVDs in the 'Thomas & Friends' series are sure to delight young viewers ages 2 and up with the exciting adventures of Thomas the Tank Engine and his transportational friends. Each affordably priced DVD features narration by celebrity George Carlin roughly 40 minutes of short stories plus another 60 minutes of bonus features such as sing-along songs DVD games and character galleries. 'A Big Day for Thomas' covers Thomas' adventure when he gets to pull his very own train for the first time; 'Trust Thomas & Other Stories' follows Thomas' discovery of a new way to cross a river; 'Percy's Ghostly Trick & Other Thomas Stories' is a spooky adventure in which Percy's mischievous trick to make Thomas believe in ghosts backfires when Percy puffs into a big pile of hay. 'Thomas & The Special Letter' sets up a conflict with George a bad-tempered steamroller convinced that roads are more important than rails. Since the many stories on each DVD are so short they can be shown to young people who have only a few spare minutes such as right before bedtime or all at once. All collections are sure to entertain and recommended for public libraries and family collections alike. ",5.0
" Our 3-1/2 year old will watch this 24/7 if you let him. Great fun for the kids (which is nice for mom & dad too) ",5.0
" My 4 yr old loves Thomas. This dvd has over ten shows and even more. I love this dvd. ",5.0
" This is a great dvd and well worth the price .... fast getting here as always... ",5.0
" First of all let me say that I love Thomas the Tank Engine. My 6-year-old son has loved Thomas for 3+ years running and I am very grateful for all the good times the three of us have had. That having been said this is a compilation VHS. You will not find any new stories on this one. However it is worth viewing (and getting if you don't have a big collection) if you have children. We got this as a gift from friends so having duplicates of the stories was not a big problem with us. Interspersed between the stories is what seems to be an advertisement for the 'Day Out With Thomas.' It is interesting to watch but is not informative for one actually thinking about participating in one of the programs.ABOUT THE STORIES",5.0
" My son has several of the Thomas DVDs and while he's just as content to watch any of them this is his favorite. The episodes with Bertie and Terrance are great. Overall a wonderful collection of earlier Thomas narrated by George Carlin. The interviews with kids are cute and provide more than just the usual shots of various engines. I find this DVD better than the 'Best of' engines ones because of the variety. Plus my son has no clear favorite and enjoys watching them all. ",5.0
" My son loves this video!!! He keeps asking to see 'big Thomas' - he enjoys the stories but really loves the scenes from the Day out with Thomas! ",5.0
" Anyone who wants to understand the movies of the Soviet Union should start with this book. It is very thorough and written in a lively bright style that is free of academic jargon.Kenez begins with the pre-Revolutionary film industry and shows how it broke down and was built back up by the Soviets. He pays equal attention to the 'high art' films that were famous in the West for decades (those of Eisenstein and Pudovkin) and the entertainment films that attracted the average Soviet citizen (such as the musical comedies of the 1930s like 'Volga-Volga.') He shows how Soviet movies responded to the imposition of Socialist Realism World War II and the cultural freeze of the late Stalin era.The only problem with this book is that it is TOO SHORT. Upon reaching the end the reader wants to see Kenez tackle the films of the Khrushchev Thaw and the Brezhnev era. However one should be thankful for what one has and in this volume one has a truly indispensible book. ",5.0
" I'm a fan of 'Kuch Kuch Hota Hai' and I love the actors Shahrukh Khan & Rani Mukherjee. I enjoyed very much 'Chalte Chalte'. It was so simple and romantic. I love how genuine is the actor Shahrukh Khan. He makes me melt with those beautiful eyes. The movie really made me cry. It was so beautiful. The scenery was breath taking. I think Rani is such a beautiful woman.A very good actress too. I'am looking forward in collecting more movies from India. ",5.0
" This book was awesome. A fast paced riveting novel by an author I am coming to find just CANNOT disappoint me. I am hooked on her Carpathians and now find that I will run just as fast to the bookstore when her next gothic comes out.THE SCARLETTI CURSE is a terrific love story and mystery set in a supposedly cursed castle that has everything from grinning gargoyles to an impressive maze. The hero and heroine are just as riveting in their fascinatin for each other and then their entanglement in the mystery of THE SCARLETTI CURSE. I highly recommend this book to all readers Feehan fan or not. But be warned by the time you turn the last page of this book you will be hooked on Christine Feehan. ",5.0
