,Document-Preprocessed,Document,Sentiment
114,"[[u'Wedding', u'Crashers', u'is', u'a', u'terrible', u'movie'], [u'I', u'had', u'expected', u'more', u'considering', u'the', u'ads', u'br', u'br', u'Everything', u'was', u'predictable', u'within', u'the', u'first', u'minutes'], [u'I', u'could', u've', u'overlooked', u'that', u'if', u'only', u'the', u'movie', u'was', u'even', u'halfway', u'funny']]",Wedding Crashers is a terrible movie.  I had expected more considering the ads.<br /><br />Everything was predictable within the first 20 minutes.  I could've overlooked that if only the movie was even halfway funny.,-1
115,"[[u'Maybe', u'it', u's', u'just', u'me', u'but', u'I', u'don', u't', u'find', u'rape', u'very', u'funny', u'even', u'if', u'it', u'happens', u'to', u'Vince', u'Vaughn'], [u'Up', u'to', u'that', u'point', u'I', u'thought', u'the', u'movie', u'was', u'somewhat', u'funny', u'but', u'that', u'scene', u'did', u'it', u'for', u'me'], [u'This', u'movie', u's', u'not', u'worth', u'the', u'time', u'it', u'takes', u'to', u'open', u'the', u'package'], [u'Save', u'your', u'money']]","Maybe it's just me, but I don't find rape very funny, even if it happens to Vince Vaughn.  Up to that point I thought the movie was somewhat funny, but that scene did it for me.  This movie's not worth the time it takes to open the package.  Save your money!",-1
116,"[[u'A', u'handsome', u'guy', u'somebody', u'we', u'like', u'is', u'immature', u'and', u'wasting', u'his', u'life', u'let', u's', u'call', u'him', u'Likeable', u'Guy'], [u'I', u'm', u'not', u'all', u'that', u'young'], [u'By', u'chance', u'he', u'meets', u'a', u'girl', u'way', u'beyond', u'his', u'reach', u'normally', u'who', u'suddenly', u'gives', u'meaning', u'to', u'his', u'life', u'he', u'wants', u'to', u'know', u'her', u'better', u'falls', u'in', u'love', u'and', u'wants', u'to', u'marry', u'her', u'let', u's', u'call', u'her', u'Required', u'Honey'], [u'Unfortunately', u'she', u'is', u'betrothed', u'to', u'another', u'guy', u'let', u's', u'call', u'him', u'the', u'Big', u'Jerk', u'character'], [u'RH', u'almost', u'falls', u'for', u'LG', u'but', u'rebounds', u'to', u'BJ', u'when', u'she', u'discovers', u'LG', u'is', u'either', u'immature', u'a', u'liar', u'or', u'has', u'done', u'something', u'that', u'betrays', u'their', u'budding', u'romance'], [u'But', u'RH', u'and', u'LG', u'should', u'be', u'together', u'we', u'know', u'it', u'they', u'know', u'it', u'and', u'we', u'want', u'them', u'to', u'be', u'together'], [u'Movies', u'like', u'this', u'engage', u'audiences', u'by', u'making', u'them', u'wait', u'thinking', u'that', u'the', u'match', u'might', u'not', u'take', u'until', u'the', u'inevitable', u'ending'], [u'LG', u's', u'life', u'predictably', u'falls', u'apart', u'until', u'one', u'way', u'and', u'another', u'he', u'is', u'reunited', u'for', u'the', u'final', u'BIG', u'SCENE', u'when', u'he', u'states', u'his', u'rebirth', u'as', u'a', u'mature', u'guy', u'who', u'wants', u'to', u'settle', u'down', u'with', u'true', u'love'], [u'Such', u'a', u'scene', u'is', u'often', u'played', u'out', u'against', u'an', u'audience', u'within', u'an', u'audience'], [u'All', u'of', u'this', u'normally', u'surrounds', u'a', u'wedding', u'or', u'weddings', u'br', u'br', u'This', u'is', u'a', u'nutshell', u'is', u'Wedding', u'Crashers'], [u'Does', u'it', u'sound', u'like', u'Wedding', u'Singer'], [u'My', u'Best', u'Friend', u's', u'Wedding'], [u'Three', u'Weddings', u'and', u'a', u'Funeral'], [u'Or', u'even', u'The', u'Graduate', u'to', u'some', u'degree'], [u'Well', u'Wedding', u'Crashers', u'certainly', u'plays', u'like', u'these', u'with', u'the', u'minimum', u'of', u'refurbishing', u'it', u'is', u'in', u'fact', u'a', u'cover', u'of', u'these', u'older', u'successful', u'hits', u'and', u'so', u'has', u'no', u'soul', u'whatsoever'], [u'Owen', u'Wilson', u'is', u'Likeable', u'Guy', u'Rachel', u'McAdam', u'the', u'Required', u'Honey'], [u'It', u's', u'pretty', u'cliche', u'and', u'you', u'won', u't', u'find', u'anything', u'deep', u'here'], [u'The', u'ending', u'was', u'particularly', u'weak', u'but', u'the', u'stereotypes', u'gay', u'son', u'of', u'senator', u'father', u'Christopher', u'Walken', u'who', u'just', u'paints', u'granny', u'who', u'gets', u'drunk', u'and', u'says', u'rude', u'things', u'at', u'the', u'dinner', u'table', u'she', u'is', u'in', u'fact', u'the', u'granny', u'from', u'Wedding', u'Singer', u'bored', u'and', u'faithless', u'mom', u'of', u'senator', u'played', u'by', u'Jane', u'Seymour', u'for', u'some', u'reason', u'animal', u'house', u'sidekick', u'Vince', u'Vaughn', u'are', u'far', u'weaker', u'and', u'rather', u'offensive', u'these', u'images', u'are', u'actually', u'insulting', u'glaring', u'references', u'br', u'br', u'Vince', u'Vaughn', u'is', u'funny', u'when', u'you', u'can', u'understand', u'him'], [u'Is', u'he', u'on', u'speed'], [u'It', u's', u'very', u'difficult', u'to', u'understand', u'him', u'speaking'], [u'I', u'haven', u't', u'the', u'faintest', u'clue', u'what', u'Christopher', u'Walken', u'or', u'Jane', u'seymour', u'are', u'doing', u'in', u'this'], [u'Owen', u'Wilson', u'is', u'mailing', u'it', u'in', u'he', u's', u'not', u'even', u'as', u'likeable', u'as', u'he', u'is', u'in', u'other', u'movies'], [u'Rachel', u'McAdam', u'was', u'asked', u'to', u'smile', u'about', u'times', u'for', u'the', u'movie', u'and', u'she', u'is', u'pretty'], [u'Bad', u'script', u'and', u'bad', u'direction', u'strictly', u'for', u'the', u'high', u'school', u'set', u'br', u'br', u'All', u'in', u'all', u'I', u'd', u'wait', u'to', u'rent', u'it', u'when', u'you', u'can', u't', u'find', u'anything', u'else']]","A handsome guy, somebody we like, is immature and wasting his life - let's call him Likeable  Guy.  (I'm not all that young.)  By chance he meets a girl, way beyond his reach normally, who suddenly gives meaning to his life:  he wants to know her better, falls in love and wants to marry her - let's call her Required Honey.  Unfortunately, she is betrothed to another guy - let's call him the Big Jerk character.  RH almost falls for LG, but rebounds to BJ when she discovers LG is either immature, a liar or has done something that betrays their budding romance.  But RH and LG should be together:  we know it, they know it, and we want them to be together.  Movies like this engage audiences by making them wait - thinking that the match might not take - until the inevitable ending.  LG's life predictably falls apart until, one way and another, he is reunited for the final BIG SCENE when he states his rebirth as a mature guy who wants to settle down with true love.  (Such a scene is often played out against an audience within an audience.)  All of this normally surrounds a wedding or weddings.<br /><br />  This is a nutshell is Wedding Crashers.  Does it sound like Wedding Singer?  My Best Friend's Wedding?  Three Weddings and a Funeral? Or even The Graduate to some degree?  Well, Wedding Crashers certainly plays like these with the minimum of refurbishing:  it is in fact a cover of these older, successful hits and so has no soul whatsoever.  Owen Wilson is Likeable Guy;  Rachel McAdam the Required Honey.  It's pretty cliche and you won't find anything deep here.  The ending was particularly weak, but the stereotypes (gay son of senator-father [Christopher Walken] who just paints;  granny who gets drunk and says rude things at the dinner table (she is in fact the granny from Wedding Singer;  bored and faithless mom of senator [played by Jane Seymour for some reason];  animal house sidekick [Vince Vaughn] are far weaker and rather offensive:  these images are actually insulting, glaring references.<br /><br />  Vince Vaughn is funny - when you can understand him.  (Is he on speed?  It's very difficult to understand him speaking.)  I haven't the faintest clue what Christopher Walken or Jane seymour are doing in this.  Owen Wilson is mailing it in:  he's not even as likeable as he is in other movies.  Rachel McAdam was asked to smile about 100 times for the movie and she is pretty.  Bad script and bad direction:  strictly for the high school set.<br /><br />  All in all, I'd wait to rent it when you can't find anything else.",-1
117,"[[u'PORN', u'FILM', u'MEETS', u'FAMILY', u'FILM'], [u'It', u'sends', u'sooo', u'many', u'wrong', u'messages', u'demeaning', u'to', u'women', u'plastic', u'is', u'better', u'than', u'real', u'guys', u'who', u'are', u'ho', u's', u'are', u'winners', u'bad', u'manners', u'rule'], [u'I', u'am', u'disappointed', u'in', u'the', u'talented', u'actress', u'in', u'this', u'film'], [u'Hopefully', u'this', u'will', u'help', u'to', u'push', u'the', u'pendulum', u'back', u'to', u'good', u'stories', u'told', u'well', u'bringing', u'dignity', u'to', u'ALL'], [u'Wedding', u'Crashers', u'brings', u'dishonor', u'to', u'it', u's', u'stars']]","PORN FILM MEETS FAMILY FILM.  It sends sooo many wrong messages; demeaning to women, plastic is better than real, guys who are ho's are winners, bad manners rule.  I am disappointed in the talented actress' in this film.  Hopefully, this will help to push the pendulum back to good stories told well, bringing dignity to ALL.  Wedding Crashers brings dishonor to it's stars.",-1
118,"[[u'JUST', u'FINISHED', u'WATCHING', u'THIS', u'TRASH', u'FREE', u'RENTAL', u'THIS', u'DID', u'NOT', u'MAKE', u'ME', u'LAUGH', u'ONCE', u'NOT', u'EVEN', u'A', u'CHUCKLE'], [u'I', u'CANT', u'BELIEVE', u'THIS', u'WAS', u'A', u'BOX', u'OFFICE', u'HIT', u'AND', u'WHATS', u'UP', u'WITH', u'WILSON', u'S', u'HAIR', u'EVERY', u'SCENE', u'IT', u'LOOKS', u'LIKE', u'HE', u'GOT', u'OUT', u'OF', u'BED'], [u'AND', u'THE', u'BIG', u'GOOF', u'VAUGHN', u'YOU', u'TIRE', u'OF', u'HIM', u'AFTER', u'MINUTES', u'CHRIS', u'WALKEN', u'LOOKED', u'LIKE', u'THE', u'WALKEN', u'DEAD'], [u'HOW', u'DO', u'THEY', u'GET', u'TO', u'BE', u'ACTORS', u'ARE', u'WE', u'SO', u'DUMB', u'TO', u'MAKE', u'THEM', u'SO', u'POPULAR'], [u'SAD', u'AND', u'PATHETIC'], [u'ANY', u'FOOLS', u'THAT', u'BOUGHT', u'THIS', u'DISC', u'CAN', u'EITHER', u'USE', u'THEM', u'AS', u'COASTERS', u'OR', u'TO', u'SCOOP', u'UP', u'DOG', u'OR', u'CAT', u'WASTE']]","JUST FINISHED WATCHING THIS TRASH (FREE RENTAL).THIS DID NOT MAKE ME LAUGH ONCE,NOT EVEN A CHUCKLE. I CANT BELIEVE THIS WAS A BOX OFFICE HIT.AND WHATS UP WITH WILSON'S HAIR EVERY SCENE IT LOOKS LIKE HE GOT OUT OF BED. AND THE BIG GOOF VAUGHN,YOU TIRE OF HIM AFTER 2.5 MINUTES.CHRIS WALKEN LOOKED LIKE THE WALKEN DEAD. HOW DO THEY GET TO BE ACTORS, ARE WE SO DUMB TO MAKE THEM SO POPULAR. SAD AND PATHETIC. ANY FOOLS THAT BOUGHT THIS DISC CAN EITHER USE THEM AS COASTERS OR TO SCOOP UP DOG OR CAT WASTE.",-1
119,"[[u'The', u'story', u'line', u'has', u'real', u'potential', u'from', u'the', u'very', u'start'], [u'Unfortunately', u'good', u'comedy', u'characters', u'and', u'great', u'situations', u'were', u'overshadowed', u'by', u'unnecessary', u'descent', u'to', u'vile', u'language', u'and', u'trashy', u'depictions'], [u'Disappointly', u'base', u'left', u'early', u'feeling', u'like', u'we', u'needed', u'to', u'wash', u'up', u'afterwards'], [u'Definately', u'not', u'what', u'I', u'expected', u'from', u'the', u'promos'], [u'Should', u'have', u'read', u'a', u'reputable', u'reviewer', u'first']]","The story line has real potential from the very start.  Unfortunately, good comedy characters and great situations were overshadowed by unnecessary descent to vile language and trashy depictions.  Disappointly base; left early feeling like we needed to wash up afterwards.  Definately not what I expected from the promos.  Should have read a reputable reviewer first.",-1
120,"[[u'This', u'dvd', u'was', u'just', u'awful'], [u'I', u'thought', u'I', u'would', u'purchase', u'this', u'dvd', u'for', u'my', u'father'], [u'Well', u'big', u'mistake', u'that', u'was'], [u'This', u'was', u'back', u'in', u'his', u'era', u'and', u'a', u'few', u'big', u'names'], [u'It', u'was', u'the', u'biggest', u'waste', u'of', u'money'], [u'They', u'are', u'all', u'on', u'lsd', u'high', u'as', u'kites', u'and', u'could', u'not', u'get', u'a', u'note', u'out', u'if', u'it', u'killed', u'them', u'br', u'br', u'All', u'the', u'reviews', u'said', u'great', u'but', u'now', u'I', u'know', u'not', u'to', u'take', u'notice'], [u'Please', u'spend', u'your', u'money', u'on', u'something', u'else', u'worth', u'while']]","This dvd was just awful.  I thought I would purchase this dvd for my father. Well big mistake that was!!!  This was back in his era and a few big names. It was the biggest waste of money.  They are all on lsd, high as kites and could not get a note out if it killed them.<br /><br />All the reviews said great but now I know not to take notice.  Please spend your money on something else worth while.",-1
121,"[[u'We', u'thoroughly', u'enjoyed', u'Nanny', u'McPhee', u'and', u'were', u'thrilled', u'to', u'watch', u'Nanny', u'McPhee', u'Returns', u'br', u'br', u'The', u'first', u'few', u'minutes', u'were', u'hopeful', u'the', u'set', u'was', u'very', u'colorful', u'and', u'the', u'plot', u'was', u'just', u'beginning', u'to', u'be', u'laid', u'out', u'br', u'br', u'Five', u'to', u'ten', u'minutes', u'into', u'the', u'movie', u'and', u'we', u'all', u'knew', u'we', u'were', u'watching', u'a', u'bomb', u'of', u'a', u'movie'], [u'The', u'characters', u'were', u'dull', u'and', u'wooden', u'the', u'plot', u'insipid', u'and', u'contrived', u'br', u'br', u'A', u'woman', u's', u'husband', u'is', u'off', u'to', u'war', u'and', u'she', u'is', u'left', u'to', u'try', u'to', u'keep', u'the', u'farm', u'and', u'pay', u'the', u'bills'], [u'Her', u'brother', u'in', u'law', u'really', u'stupid', u'character', u'is', u'determined', u'to', u'get', u'her', u'to', u'sign', u'away', u'the', u'farm'], [u'It', u'all', u'depends', u'upon', u'selling', u'or', u'not', u'selling', u'six', u'piglets', u'really'], [u'br', u'br', u'The', u'young', u'children', u'watching', u'began', u'to', u'trickle', u'out', u'of', u'the', u'room', u'to', u'go', u'play', u'with', u'their', u'Legos', u'followed', u'by', u'various', u'adults', u'leaving', u'to', u'get', u'a', u'good', u'long', u'drink', u'in', u'the', u'kitchen', u'and', u'maybe', u'a', u'bite', u'to', u'eat', u'anything', u'to', u'not', u'have', u'to', u'return', u'to', u'the', u'Nanny', u'McPhee', u'Returns', u'movie', u'br', u'br', u'Everything', u'about', u'this', u'movie', u'was', u'poorly', u'done'], [u'It', u'is', u'slap', u'stick', u'at', u'its', u'absolute', u'worst', u'br', u'br', u'Nanny', u'McPhee', u'should', u'not', u'have', u'returned']]","We thoroughly enjoyed Nanny McPhee and were thrilled to watch Nanny McPhee Returns.<br /><br />The first few minutes were hopeful, the set was very colorful and the plot was just beginning to be laid out.<br /><br />Five to ten minutes into the movie and we all knew we were watching a bomb of a movie. The characters were dull and wooden, the plot insipid and contrived.<br /><br />A woman's husband is off to war and she is left to try to keep the farm and pay the bills. Her brother-in-law (really stupid character) is determined to get her to sign away the farm. It all depends upon selling or not selling six piglets (really!!).<br /><br />The young children watching began to trickle out of the room to go play with their Legos, followed by various adults leaving to get a good long drink in the kitchen and maybe a bite to eat, anything to not have to return to the Nanny McPhee Returns movie.<br /><br />Everything about this movie was poorly done. It is slap stick at its absolute worst.<br /><br />Nanny McPhee should not have returned.",-1
122,"[[u'When', u'you', u'show', u'this', u'dvd', u'you', u'don', u't', u'mention', u'that', u'it', u'is', u'in', u'wide', u'screen'], [u'but', u'when', u'you', u'mention', u'Nanny', u'McPhee', u'you', u'do', u'mention', u'that', u'it', u'is', u'in', u'full', u'screen', u'That', u'is', u'why', u'I', u'gave', u'it', u'a', u'low', u'rating', u'otherwise', u'it', u'wqs', u'a', u'good', u'movie']]",When you show this dvd you don't mention that it is in wide screen. but when you mention Nanny McPhee you do mention that it is in full screen That is why I gave it a low rating otherwise it wqs a good movie,-1
123,"[[u'if', u'you', u'just', u'want', u'a', u'mindless', u'flick', u'to', u'keep', u'amuse', u'little', u'children', u'this', u'flick', u'is', u'suitable', u'as', u'light', u'fluffy', u'forgettable', u'kiddie', u'fare'], [u'I', u'give', u'it', u'star', u'because', u'thats', u'about', u'all', u'it', u'rates', u'after', u'the', u'superb', u'first', u'film', u'which', u'is', u'so', u'so', u'much', u'more', u'than', u'just', u'a', u'dumb', u'kiddie', u'movie']]","if you just want a mindless flick to keep amuse little children, this flick is suitable as light fluffy forgettable kiddie fare. I give it 1 star because thats about all it rates after the superb first film which is so so much more than just a dumb kiddie movie.",-1
124,"[[u'This', u'is', u'one', u'of', u'the', u'worst', u'movies', u'I', u'have', u'ever', u'watched'], [u'Absolutely', u'awful'], [u'It', u'is', u'an', u'insult', u'to', u'everyones', u'intelligence']]",This is one of the worst movies I have ever watched. Absolutely awful. It is an insult to everyones intelligence.,-1
125,"[[u'I', u'loved', u'Nanny', u'McPhee', u'and', u'was', u'really', u'looking', u'forward', u'to', u'this', u'movie', u'but', u'I', u'must', u'say', u'it', u'was', u'a', u'serious', u'letdown'], [u'The', u'story', u'was', u'just', u'stupid', u'and', u'far', u'fetched'], [u'I', u'm', u'not', u'sure', u'how', u'anyone', u'could', u'rate', u'this', u'movie', u'above', u'stars'], [u'I', u'watched', u'the', u'whole', u'thing', u'but', u'wanted', u'to', u'turn', u'it', u'off', u'several', u'times', u'throughout', u'the', u'storyline', u'when', u'it', u'got', u'to', u'stupid', u'to', u'believe', u'even', u'for', u'a', u'magical', u'person', u'like', u'Nanny', u'McPhee', u'br', u'br', u'There', u'was', u'no', u'real', u'love', u'interest', u'to', u'peak', u'your', u'curiosity', u'or', u'hold', u'your', u'interest', u'like', u'in', u'the', u'first', u'movie'], [u'The', u'villain', u'was', u'just', u'a', u'total', u'moron', u'and', u'a', u'pathetic', u'part', u'of', u'the', u'story'], [u'The', u'so', u'called', u'Lessons', u'Nanny', u'McPhee', u'taught', u'the', u'family', u'were', u'just', u'ridiculous', u'and', u'most', u'of', u'the', u'time', u'there', u'was', u'no', u'real', u'learning', u'in', u'the', u'end', u'the', u'lessons', u'just', u'left', u'me', u'wanting', u'and', u'unsatisfied', u'with', u'the', u'outcome'], [u'The', u'move', u'is', u'so', u'bad', u'that', u'truthfully', u'even', u'though', u'I', u'only', u'watched', u'it', u'a', u'few', u'days', u'ago', u'I', u'can', u'not', u'remember', u'much', u'more', u'about', u'it', u'other', u'that', u'I', u'thought', u'it', u'was', u'a', u'major', u'waste', u'of', u'money']]","I loved Nanny McPhee and was really looking forward to this movie, but I must say it was a serious letdown. The story was just stupid and far fetched. I'm not sure how anyone could rate this movie above 2 stars. I watched the whole thing but wanted to turn it off several times throughout the storyline when it got to stupid to believe, even for a magical person like Nanny McPhee.<br /><br />There was no real love interest to peak your curiosity or hold your interest like in the first movie. The villain was just a total moron and a pathetic part of the story. The so called Lessons Nanny McPhee taught the family were just ridiculous and most of the time there was no real learning in the end, the lessons just left me wanting and unsatisfied with the outcome. The move is so bad that truthfully even though I only watched it a few days ago I cannot remember much more about it other that I thought it was a major waste of money.",-1
126,"[[u'i', u'loved', u'nanny', u'mcphee', u'but', u'no'], [u'was', u'a', u'big', u'disappointment'], [u'sometimes', u'a', u'movie', u'should', u'not', u'have', u'a', u'no'], [u'this', u'is', u'an', u'example', u'of', u'that', u'it', u'was', u'like', u'trying', u'to', u'paint', u'a', u'mona', u'lisa', u'nanny', u'mcphee', u'was', u'a', u'master', u'piece', u'the', u'nd', u'one', u'nanny', u'mcphee', u'returns', u'was', u'a', u'vast', u'waste', u'of', u'time', u'this', u'saddens', u'me', u'that', u'they', u'were', u'going', u'for', u'the', u'money', u'not', u'quality'], [u'boy'], [u'how', u'sad']]",i loved nanny mcphee 1 but no. 2 was a big disappointment! sometimes a movie should not have a no. 2 this is an example of that --- it was like trying to paint a mona lisa 2---- nanny mcphee was a master piece---- the 2nd one nanny mcphee returns was a vast waste of time!--- this saddens me that they were going for the money & not quality! boy! how sad!,-1
127,"[[u'Worse', u'than', u'terrible'], [u'A', u'torment', u'to', u'sit', u'through'], [u'YUCK', u'and', u'BLECH'], [u'Emma', u'Thompson', u'is', u'a', u'favorite', u'but', u'this', u'film', u'stinks', u'to', u'the', u'high', u'heavens'], [u'DO', u'NOT', u'WASTE', u'TIME', u'AND', u'MONEY', u'TO', u'SEE', u'IT']]","Worse than terrible.  A torment to sit through.  YUCK and BLECH!  Emma Thompson is a favorite, but this film stinks to the high heavens! DO NOT WASTE TIME AND MONEY TO SEE IT!",-1
128,"[[u'How', u'many', u'ways', u'can', u'we', u're', u'package', u'and', u'sell', u'the', u'same', u'terrible', u'prints', u'and', u'insipid', u'soundtracks', u'br', u'br', u'Well', u'the', u'great', u'rip', u'off', u'continues'], [u'These', u'are', u'early', u'Chaplin', u'films', u'taken', u'from', u'lousy', u'prints', u'and', u'with', u'random', u'awful', u'soundtracks', u'added', u'on'], [u'This', u'is', u'cheap', u'for', u'a', u'reason'], [u'Unfortunately', u'all', u'the', u'dvds', u'of', u'the', u'Keystone', u'films', u'use', u'the', u'same', u'crummy', u'sources', u'for', u'the', u'films', u'so', u'until', u'somebody', u'gets', u'off', u'their', u'duff', u'and', u'restores', u'these', u'fine', u'films', u'we', u'have', u'to', u'deal', u'with', u'this'], [u'But', u'we', u'don', u't', u'have', u'to', u'like', u'it'], [u'br', u'br', u'Don', u't', u'buy', u'these', u'dvds'], [u'Don', u't', u'encourage', u'these', u'guys']]","How many ways can we re-package and sell the same terrible prints and insipid soundtracks?<br /><br />Well, the great rip-off continues. These are early Chaplin films taken from lousy prints and with random awful soundtracks added on. This is cheap for a reason. Unfortunately, all the dvds of the Keystone films use the same crummy sources for the films, so until somebody gets off their duff and restores these fine films, we have to deal with this. But we don't have to like it!!<br /><br />Don't buy these dvds. Don't encourage these guys.",-1
129,"[[u'When', u'I', u'watched', u'this', u'program', u'on', u'TV', u'I', u'was', u'impressed', u'with', u'the', u'stunning', u'shots', u'and', u'poetic', u'rendition'], [u'No', u'I', u'do', u'not', u'mind', u'the', u'long', u'stretches', u'without', u'narration', u'in', u'fact', u'I', u'like', u'the', u'music', u'br', u'br', u'Then', u'I', u'found', u'out', u'how', u'they', u'made', u'this', u'film', u'as', u'you', u'probably', u'also', u'have', u'heard'], [u'The', u'filmmakers', u'hatched', u'and', u'trained', u'some', u'of', u'the', u'birds', u'they', u'took', u'blue', u'screen', u'shots', u'and', u'cut', u'and', u'pasted', u'them', u'on', u'top', u'of', u'scenery', u'pictures', u'they', u'transported', u'birds', u'to', u'unnatural', u'habitats', u'and', u'on', u'more', u'than', u'one', u'occasion', u'they', u'faked', u'some', u'events', u'such', u'as', u'putting', u'birds', u'in', u'fake', u'oil', u'to', u'mimic', u'industrial', u'pollution', u'br', u'br', u'Come', u'on', u'pretty', u'pictures', u'are', u'good', u'to', u'look', u'at', u'but', u'there', u'ought', u'to', u'be', u'a', u'higher', u'law'], [u'One', u'of', u'Gandhi', u's', u'Seven', u'Sins', u'is', u'Science', u'without', u'Humanity'], [u'What', u'the', u'filmmakers', u'did', u'was', u'no', u'science', u'and', u'they', u'did', u'it', u'with', u'little', u'compassion', u'for', u'their', u'subject'], [u'By', u'exploiting', u'and', u'harassing', u'birds', u'they', u'concocted', u'a', u'series', u'of', u'pretty', u'pictures', u'but', u'what', u'is', u'the', u'point'], [u'We', u'are', u'supposed', u'to', u'admire', u'the', u'beauty', u'and', u'freedom', u'of', u'these', u'birds', u'we', u'are', u'supposed', u'to', u'learn', u'to', u'appreciate', u'the', u'diversity', u'of', u'life', u'and', u'how', u'progress', u'has', u'destroyed', u'natural', u'habitats', u'and', u'if', u'I', u'can', u'infer', u'a', u'little', u'further', u'reflect', u'how', u'we', u'can', u'adapt', u'a', u'more', u'sustainable', u'lifestyle', u'so', u'as', u'to', u'leave', u'some', u'space', u'for', u'our', u'fellow', u'species'], [u'But', u'if', u'what', u'we', u'see', u'is', u'but', u'an', u'illusion', u'how', u'can', u'we', u'learn', u'anything', u'at', u'all']]","When I watched this program on TV I was impressed with the stunning shots and poetic rendition. No, I do not mind the long stretches without narration; in fact, I like the music ...<br /><br />Then I found out how they made this film -- as you probably also have heard. The filmmakers hatched and trained some of the birds, they took blue-screen shots and cut-and-pasted them on top of scenery pictures, they transported birds to unnatural habitats, and on more than one occasion they faked some events, such as putting birds in fake oil to mimic industrial pollution ..<br /><br />Come on, pretty pictures are good to look at, but there ought to be a higher law. One of Gandhi's Seven Sins is Science without Humanity. What the filmmakers did was no science, and they did it with little compassion for their subject. By exploiting and harassing birds they concocted a series of pretty pictures, but what is the point? We are supposed to admire the beauty and freedom of these birds, we are supposed to learn to appreciate the diversity of life and how progress has destroyed natural habitats, and (if I can infer a little further) reflect how we can adapt a more sustainable lifestyle so as to leave some space for our fellow species. But if what we see is but an illusion, how can we learn anything at all?",-1
130,"[[u'This', u'film', u'is', u'a', u'series', u'of', u'staged', u'scenes', u'with', u'trained', u'birds'], [u'It', u'has', u'almost', u'no', u'informational', u'content'], [u'The', u'footage', u'of', u'the', u'trained', u'birds', u'is', u'very', u'beautiful', u'but', u'even', u'so', u'there', u'is', u'just', u'so', u'much', u'trained', u'bird', u'footage', u'I', u'am', u'willing', u'to', u'watch', u'especially', u'when', u'the', u'film', u'makes', u'belabored', u'points', u'about', u'human', u'encroachment', u'by', u'actually', u'putting', u'a', u'plastic', u'six', u'pack', u'ring', u'around', u'a', u'bird', u's', u'foot', u'etc'], [u'While', u'the', u'film', u'claims', u'no', u'special', u'effects', u'it', u'has', u'computerized', u'effects', u'blue', u'screen', u'shots', u'and', u'of', u'course', u'elaborate', u'staged', u'scenes', u'using', u'trained', u'birds', u'like', u'the', u'escape', u'of', u'a', u'captured', u'Amazonian', u'parrot', u'back', u'into', u'the', u'wild'], [u'Birds', u'were', u'shipped', u'to', u'Africa', u'and', u'plopped', u'in', u'the', u'desert', u'for', u'desert', u'scenes'], [u'This', u'is', u'more', u'like', u'a', u'cartoon', u'that', u'uses', u'birds', u'for', u'props']]","This film is a series of staged scenes with trained birds.  It has almost no informational content.  The footage of the trained birds is very beautiful, but even so, there is just so much trained bird footage I am willing to watch, especially when the film makes belabored points about human encroachment by actually putting a plastic six pack ring around a bird's foot, etc.  While the film claims no special effects, it has computerized effects, blue screen shots, and of course, elaborate staged scenes using trained birds like the escape of a captured Amazonian parrot back into the wild.  Birds were shipped to Africa and plopped in the desert for desert scenes.  This is more like a cartoon that uses birds for props.",-1
131,"[[u'This', u'is', u'a', u'beautiful', u'video', u'but', u'I', u'was', u'dissappointed', u'that', u'Amazon', u'sent', u'me', u'a', u'repackaged', u'compressed', u'copy', u'of', u'the', u'original', u'video'], [u'It', u'was', u'poor', u'quality', u'pixillated', u'and', u'even', u'had', u'reproduced', u'DVD', u'and', u'Packaging', u'labels'], [u'Amazon', u'sent', u'me', u'a', u'new', u'copy', u'immediately', u'great', u'customer', u'service', u'but', u'the', u'new', u'copy', u'was', u'the', u'same'], [u'Customer', u'service', u'admited', u'they', u'have', u'no', u'control', u'over', u'nor', u'ability', u'to', u'verify', u'product', u'quality', u'with', u'the', u'shipper', u'and', u'immediately', u'refunded', u'my', u'money'], [u'Bravo', u'to', u'Amazon', u'Customer', u'Service'], [u'Boo', u'to', u'the', u'supplier', u'of', u'this', u'DVD']]","This is a beautiful video but I was dissappointed that Amazon sent me a repackaged, compressed copy of the original video.  It was poor quality, pixillated, and even had reproduced DVD and Packaging labels.  Amazon sent me a new copy immediately (great customer service) but the new copy was the same.  Customer service admited they have no control over - nor ability to verify product quality with - the shipper, and immediately refunded my money.  Bravo to Amazon Customer Service.  Boo to the supplier of this DVD.",-1
